#ID,2dD,2dQ,2dW,4dD,4dQ,4dW,geneLength
GB47892,0,0,0,0,0,0,348
GB47893,0,0,0,2,0,0,231
GB47895,124,88,100,100,118,100,834
GB47896,114,136,90,120,106,78,622
GB47897,0,0,0,0,0,0,1236
GB47898,0,0,0,0,0,0,645
GB47899,0,0,0,0,0,0,351
GB47900,2,2,2,4,4,2,1019
GB47901,1160,1154,1206,1366,1380,1474,2835
GB47902,2,2,2,2,8,10,584
GB47903,2,2,2,2,2,0,516
GB47904,1572,1772,1550,1740,1788,1730,2044
GB47905,160,206,224,206,150,202,1273
GB47906,1538,940,1326,730,1852,2798,762
GB47907,0,0,0,0,0,0,924
GB47908,0,0,0,2,0,0,198
GB47909,0,0,0,0,0,0,78
GB47910,0,0,0,0,0,0,414
GB47911,2,0,0,2,2,2,264
GB47912,0,0,0,0,0,0,984
GB47913,0,0,0,0,0,0,189
GB47914,0,0,0,0,0,0,180
GB47915,0,0,0,0,0,0,222
GB47916,0,0,0,0,2,2,426
GB47917,0,0,0,0,0,0,120
GB47918,1020,520,670,628,432,1086,4092
GB47920,0,0,0,0,0,0,108
GB47921,0,0,0,0,0,0,702
GB47922,0,2,0,0,0,0,313
GB47923,0,0,0,0,0,0,972
GB47924,572,888,646,542,4890,922,6318
GB47925,5416,4734,4366,5392,5976,5102,3335
GB47926,0,2,0,2,2,2,651
GB47927,2,2,2,2,2,2,1959
GB47928,258,134,230,50,40,44,2665
GB47930,10,8,6,12,4,4,751
GB47931,1106,468,666,852,660,1984,10043
GB47933,1234,878,1082,1582,1760,1920,1499
GB47934,134,160,132,34,312,176,944
GB47935,0,0,0,0,0,0,318
GB47937,144,52,114,136,42,390,14567
GB47938,10536,5136,3878,6782,1164,1166,11774
GB47939,4338,4084,4406,5450,8742,7522,3346
GB47941,1772,1100,1338,1750,1500,1332,7087
GB47942,2,2,0,2,2,2,3281
GB47943,2,2,2,2,8,4,1280
GB47944,738,316,406,426,264,294,5674
GB47945,12060,6700,8760,5940,5402,5604,30420
GB47950,794,932,988,900,904,812,3849
GB47951,6,6,8,2,2,2,1353
GB47952,0,0,2,2,6,0,1874
GB47953,0,2,2,2,10,0,1169
GB47954,2,0,2,2,2,2,819
GB47955,9424,9996,10574,8196,7704,5274,3985
GB47956,354,264,390,256,430,476,2364
GB47958,3896,3608,3678,4204,3276,3698,5250
GB47961,280,294,298,296,248,306,4429
GB47962,20,24,32,8,8,8,6219
GB47963,1416,1830,1508,1646,1562,1508,4951
GB47964,424,436,402,350,318,246,2948
GB47965,482,746,642,576,620,574,1299
GB47966,366,100,164,358,116,190,2446
GB47967,32,20,20,24,26,18,1029
GB47968,1002,1260,1414,1510,1800,2102,2313
GB47969,928,1122,980,984,1076,1014,2020
GB47970,1922,1988,1886,3610,6382,4282,2925
GB47971,622,526,682,654,936,784,3668
GB47974,4664,3756,8790,6110,6688,7564,2683
GB47976,44062,23568,30498,32750,52578,47978,75665
GB47978,22,20,24,20,18,12,512
GB47979,2,0,0,2,0,0,366
GB47980,0,0,0,0,0,0,153
GB47981,0,0,0,0,0,0,483
GB47982,0,0,0,0,0,0,240
GB47983,0,0,0,0,0,0,759
GB47984,2,2,2,0,2,2,1027
GB47985,2,0,0,2,2,2,876
GB47986,0,2,2,0,2,2,960
GB47987,2,0,0,2,2,2,963
GB47988,0,0,0,2,2,2,702
GB47990,6414,3254,3988,4312,7580,5750,1557
GB47991,160,128,126,172,234,210,387
GB47992,856,680,764,700,590,528,1242
GB47993,4,4,2,6,8,6,3228
GB47994,364,92,208,398,1358,490,1996
GB47995,1190,1146,942,1888,7018,3094,3166
GB47996,1312,1522,1446,1464,1226,1244,3966
GB47997,4220,3574,3482,4172,4420,3928,13784
GB48004,0,0,0,0,0,0,201
GB48005,140,66,90,102,52,84,7718
GB48007,2834,1504,2172,1384,1970,2494,7888
GB48008,254,312,302,320,354,274,3285
GB48009,544,516,492,468,744,492,11311
GB48010,1452,1362,1422,1296,1532,1430,12137
GB48011,0,0,0,0,0,0,132
GB48012,0,0,0,0,0,0,474
GB48013,0,0,0,0,0,0,177
GB48014,0,0,0,0,0,0,180
GB48015,0,0,0,0,0,0,345
GB48016,0,0,0,0,0,0,168
GB48017,158,196,172,144,178,138,1817
GB48018,394,416,462,398,312,372,3457
GB48019,706,752,874,742,968,1364,4939
GB48020,2520,254,288,27012,920,2098,2863
GB48022,1928,1046,1246,1208,976,1274,1814
GB48024,2098,1332,1682,1586,1142,1750,5450
GB48025,2,2,2,2,2,0,177
GB48028,12,6,6,8,4,14,2855
GB48029,156,70,112,258,786,2928,2068
GB48030,120,46,60,112,126,116,3795
GB48031,3674,2468,2496,2336,2528,2610,12123
GB48035,2,2,0,2,2,2,294
GB48036,0,2,0,2,2,2,628
GB48037,4,2,4,2,2,2,1650
GB48038,2,4,4,4,4,4,812
GB48039,146,152,148,194,292,242,1806
GB48040,32,22,36,56,58,66,907
GB48041,0,0,0,0,0,0,600
GB48042,0,2,0,2,0,2,111
GB48043,0,0,0,0,0,0,78
GB48044,0,0,0,0,0,0,467
GB48045,66,32,26,16,18,12,505
GB48046,160,134,158,40,24,38,8467
GB48047,346,348,328,340,392,342,1748
GB48048,2660,2108,2260,2876,4316,3002,6549
GB48053,0,0,0,2,2,4,663
GB48055,62,48,76,62,58,92,3451
GB48057,0,0,0,2,0,2,321
GB48058,9544,7364,7368,8476,10632,11794,24841
GB48061,748,554,582,798,760,860,5251
GB48063,2,2,2,2,2,2,591
GB48064,584,734,764,762,760,834,1011
GB48065,6,6,4,12,10,8,676
GB48066,1664,1416,1278,3608,2104,1600,2399
GB48067,0,0,0,2,0,2,369
GB48068,0,0,0,2,2,0,171
GB48069,0,2,0,0,0,0,192
GB48070,0,0,0,0,0,0,129
GB48071,2,0,0,0,0,2,294
GB48072,1904,2488,1910,1708,1954,1604,2568
GB48073,192,164,190,166,162,144,1100
GB48074,320,364,396,296,262,240,4665
GB48075,354,536,516,496,492,572,4906
GB48076,0,2,2,2,2,2,1104
GB48077,16,12,22,4,6,8,5505
GB48079,0,0,0,2,2,2,1119
GB48080,256,158,242,176,120,250,1117
GB48081,10,8,14,10,8,6,4379
GB48082,142,194,182,178,234,206,658
GB48083,28,34,32,36,50,46,352
GB48084,88,122,150,122,102,130,1160
GB48086,398,394,454,456,366,398,2418
GB48087,48,22,32,40,42,34,1521
GB48088,0,0,0,0,0,0,213
GB48089,0,0,0,0,0,0,234
GB48090,0,0,0,0,0,0,99
GB48091,0,0,0,0,0,0,87
GB48092,0,0,0,0,0,0,114
GB48093,2,4,4,4,4,2,693
GB48094,0,0,0,0,0,0,207
GB48095,448,480,534,658,534,838,2208
GB48096,190,174,262,48,62,108,11964
GB48098,26,14,18,10,340,6,6194
GB48099,0,0,0,0,0,0,474
GB48100,114,34,62,40,20,28,1785
GB48101,2638,3342,2562,2592,2510,1692,4736
GB48102,990,866,968,742,736,536,4580
GB48103,156,156,170,186,250,250,2372
GB48104,462,610,520,580,726,794,841
GB48105,1054,1464,1508,1128,1228,1090,9792
GB48107,886,1758,1070,3544,332,302,672
GB48108,0,0,0,0,0,0,261
GB48109,1736,1064,994,5336,19160,34626,1644
GB48110,58,40,50,34,60,64,2293
GB48111,2104,2140,2280,2396,2826,2920,1009
GB48112,548,640,558,684,736,640,3520
GB48113,344,242,284,266,260,318,2524
GB48114,626,390,460,474,372,398,2892
GB48115,390,432,474,434,502,464,3682
GB48117,2990,3742,3158,2842,2238,2194,8127
GB48118,172,196,190,170,132,148,1141
GB48119,0,0,0,0,2,2,498
GB48121,18,14,22,6,2,6,1975
GB48122,364,366,372,336,324,318,2379
GB48123,14,10,10,8,4,6,1576
GB48124,2344,2418,2340,2990,2412,2726,3162
GB48125,646,448,530,562,370,482,7855
GB48126,324,364,352,408,538,572,1254
GB48127,818,798,742,804,1006,738,2983
GB48128,464,540,454,444,580,428,1066
GB48129,6,6,4,6,2,2,590
GB48130,10,6,6,78,64,48,696
GB48131,2,2,0,2,2,2,306
GB48132,14,6,6,12,4,8,2244
GB48134,5246,21062,4268,3178,7026,1568,1909
GB48135,24,38,14,14,40,10,1230
GB48136,824,636,568,682,468,494,5789
GB48137,4,2,2,2,2,2,687
GB48138,0,0,0,2,2,2,1371
GB48139,0,0,0,0,0,0,237
GB48140,2538,1552,1498,1790,1280,1268,9989
GB48142,0,0,0,0,0,0,334
GB48143,216,156,184,100,108,86,7193
GB48144,60,48,68,46,40,40,1268
GB48145,3284,3222,2866,2650,2372,2182,2865
GB48146,38,42,50,28,50,172,2344
GB48147,376,206,162,1404,264,260,3252
GB48150,4450,4260,3946,4904,5332,5420,1872
GB48151,248,230,220,138,188,128,4376
GB48152,916,1386,1050,1024,1164,932,1414
GB48153,740,394,526,350,306,226,2118
GB48156,618,672,752,730,680,958,3150
GB48157,622,710,694,696,712,802,5178
GB48158,1364,1118,1190,1094,870,950,6910
GB48159,644,304,360,664,396,424,5231
GB48161,2004,1182,922,1276,276,204,7649
GB48162,572,228,250,422,156,136,6170
GB48163,1158,1272,1044,1272,1852,1404,1332
GB48164,0,0,0,0,0,0,171
GB48165,136,86,150,38,34,76,7755
GB48166,580,246,404,440,470,456,5958
GB48169,634,632,584,560,662,592,3410
GB48170,1222,1540,1346,1134,1072,880,1799
GB48171,1256,1380,1252,1552,1764,1690,671
GB48172,312,310,312,416,658,580,1370
GB48173,2180,1494,1800,756,364,150,2329
GB48174,1100,2248,1258,3890,462,400,2178
GB48175,1028,968,486,2756,22906,1060,1690
GB48176,332,346,350,338,400,370,1014
GB48177,630,686,572,586,680,506,2467
GB48178,2,2,2,2,2,2,939
GB48179,0,0,0,0,0,0,366
GB48180,0,0,0,0,0,0,384
GB48181,0,0,0,0,0,0,438
GB48182,0,0,0,0,0,0,105
GB48183,68,48,60,56,58,72,1913
GB48184,0,0,0,0,0,0,774
GB48185,0,0,0,0,0,0,675
GB48186,0,0,0,0,0,0,222
GB48187,584,646,544,578,556,530,2983
GB48189,386,420,400,364,388,380,4113
GB48190,172,126,120,570,202,350,2640
GB48191,160,194,174,182,180,170,962
GB48192,940,534,464,570,404,264,5424
GB48193,340,228,232,500,508,350,1770
GB48194,1146,626,704,1172,690,794,1508
GB48195,5024,7652,5182,6874,12088,8664,3669
GB48196,134,46,26,18,6,2,3192
GB48197,0,0,0,0,0,0,240
GB48198,0,0,0,0,2,2,1393
GB48199,900,1154,708,910,1622,970,2712
GB48200,14,10,14,6,12,6,1181
GB48201,384,404,360,412,546,354,1109
GB48202,22,28,32,30,24,34,695
GB48203,7148,5166,5958,9108,7348,6174,7320
GB48204,508,488,474,400,312,276,5024
GB48205,58,32,22,58,46,28,1510
GB48206,4,4,2,4,2,4,942
GB48207,1870,1896,1700,1708,2050,1630,1577
GB48208,746,818,768,684,510,622,7672
GB48209,398,708,608,384,350,320,2648
GB48210,4,2,4,2,2,4,1882
GB48211,6,8,4,4,20,10,1296
GB48212,2,2,0,2,2,2,539
GB48213,32,24,26,30,18,20,1431
GB48214,0,0,0,0,0,0,162
GB48215,1646,1734,1842,1946,2096,2010,8953
GB48216,2456,1258,1430,2400,3730,3062,1063
GB48217,0,0,0,0,2,0,582
GB48219,842,958,1088,902,974,1102,1078
GB48220,154,162,162,150,202,186,1686
GB48222,120,144,122,132,158,108,1641
GB48223,892,1144,1018,1098,1214,1200,7259
GB48224,314,316,322,254,262,210,1872
GB48225,2798,1630,2564,2826,2952,3912,13981
GB48227,2,2,2,2,2,2,1296
GB48230,440,462,450,474,550,502,12242
GB48231,12,6,10,4,2,6,7225
GB48232,946,524,618,360,234,160,6727
GB48233,3194,2336,2514,2834,3688,2580,12378
GB48235,130,86,96,116,122,66,1170
GB48240,552,436,580,428,446,350,644
GB48241,1470,1410,1196,1480,1542,1354,4892
GB48242,176,86,96,86,70,42,2769
GB48244,1304,1100,982,1220,1634,1460,381
GB48245,1268,1418,1188,1248,1778,1448,570
GB48246,0,0,0,0,0,0,213
GB48247,822,738,686,926,1116,1374,10289
GB48248,4382,5064,4188,4090,4814,3968,4404
GB48249,1422,1696,1638,2072,3386,3942,1378
GB48251,216,160,226,374,816,652,6467
GB48252,422,482,522,482,584,502,1600
GB48253,2,0,0,2,2,0,736
GB48254,3358,1870,1526,3300,468,356,8197
GB48255,670,930,772,910,1948,1108,1144
GB48256,510,578,548,1640,2356,4216,2764
GB48257,0,0,0,0,0,0,78
GB48258,28,12,16,10,10,10,1101
GB48259,922,958,1056,1106,1100,1258,1949
GB48260,14,4,10,42,172,566,903
GB48261,2876,2446,2154,2072,2092,1276,3135
GB48262,630,318,358,676,984,644,3465
GB48263,272,226,270,218,162,126,5990
GB48264,110,100,118,88,72,60,2203
GB48265,290,336,340,232,200,186,1305
GB48266,2,4,4,2,2,2,4029
GB48267,68,142,138,96,94,108,1069
GB48268,306,376,392,318,290,312,2539
GB48269,38,42,30,44,140,22,4823
GB48270,28,28,42,30,14,16,5258
GB48271,790,1924,892,4454,32058,30028,19755
GB48274,14,14,22,8,24,28,1363
GB48275,124,80,110,80,224,154,8401
GB48277,4,6,8,2,6,6,969
GB48278,20,14,16,6,8,8,1404
GB48279,0,0,0,0,2,0,606
GB48280,0,0,0,0,0,0,144
GB48281,0,0,0,0,0,0,99
GB48282,0,0,0,0,0,0,501
GB48283,0,0,0,2,0,2,207
GB48284,0,0,0,0,0,0,1005
GB48285,0,0,0,0,0,0,513
GB48286,0,0,0,0,0,0,873
GB48287,0,0,0,0,0,0,1164
GB48288,0,0,0,0,0,0,78
GB48289,1176,958,1026,2374,1726,3626,978
GB48290,0,0,0,0,0,0,423
GB48291,0,0,0,0,0,0,219
GB48292,0,0,0,0,0,0,165
GB48293,430,568,502,498,704,542,1439
GB48294,0,0,0,0,0,0,126
GB48295,46,42,46,90,24,60,1057
GB48296,0,0,0,0,0,0,537
GB48297,0,0,0,0,0,0,180
GB48301,820,582,596,650,722,628,3028
GB48302,0,0,0,0,0,0,117
GB48303,168,312,218,216,190,168,2782
GB48304,5524,7366,6440,6460,8286,9092,2539
GB48305,1382,1392,1100,1230,854,692,4552
GB48306,688,540,518,556,472,334,3782
GB48308,8464,10326,9172,11074,13106,15194,2860
GB48310,610,576,756,724,1626,792,4491
GB48312,660,634,578,590,810,564,1491
GB48313,3030,3776,3474,4030,3726,3772,3350
GB48314,520,784,668,1070,1580,1932,1277
GB48315,72,100,98,76,110,64,687
GB48316,52,58,80,54,56,64,1795
GB48317,562,966,564,666,710,588,576
GB48318,2,4,4,4,2,4,1398
GB48319,4,2,4,4,6,4,324
GB48320,0,0,0,0,0,0,141
GB48321,942,1276,1286,2808,2414,4014,2840
GB48323,336,332,384,332,352,344,742
GB48324,212,202,210,176,160,142,1105
GB48325,66,52,82,36,22,40,4447
GB48326,794,838,828,846,832,910,3347
GB48327,0,0,0,0,0,0,204
GB48328,0,0,0,0,0,0,417
GB48329,86,84,70,78,72,72,1163
GB48330,4,2,4,4,2,2,3135
GB48331,22,10,12,8,12,8,3531
GB48332,0,0,0,2,0,0,372
GB48333,438,614,616,466,448,462,1091
GB48334,2,2,2,2,2,2,129
GB48335,1674,1572,1500,1442,1218,1394,10348
GB48337,374,416,380,346,368,306,2376
GB48338,96,158,118,126,190,160,392
GB48339,2556,2676,2626,2206,1766,1582,9943
GB48342,88,126,86,48,24,34,1749
GB48343,12,4,6,12,6,6,1664
GB48344,236,174,220,210,208,448,3663
GB48345,12,16,16,14,22,16,1065
GB48346,568,712,692,654,548,522,4644
GB48348,3112,3514,3214,3126,4858,4424,4496
GB48351,1064,1418,1162,1358,2114,1342,1688
GB48352,64,68,64,56,50,40,1863
GB48353,0,0,0,0,0,0,99
GB48354,856,452,572,446,576,484,11024
GB48356,438,398,392,448,476,450,1834
GB48358,134,132,180,126,88,130,393
GB48359,478,602,576,544,500,554,3837
GB48361,0,0,0,2,0,0,392
GB48362,542,330,402,392,470,392,10717
GB48364,7968,8568,9304,10430,16656,16530,2872
GB48367,1604,1622,1534,1470,1658,1368,2771
GB48369,140,186,162,196,196,172,1208
GB48370,612,710,812,838,766,788,5568
GB48372,98,108,122,110,94,106,3038
GB48373,30,44,40,42,44,46,1053
GB48374,12,14,16,18,14,22,1374
GB48375,1134,1578,1278,998,830,762,6000
GB48376,2478,2028,2328,2478,2408,2328,5541
GB48379,288,330,386,460,466,440,1927
GB48381,2678,1690,2416,3790,2900,3434,6803
GB48384,394,412,396,438,586,710,4184
GB48385,1222,526,828,950,732,982,7672
GB48386,486,294,346,336,246,224,2906
GB48387,0,0,0,0,0,0,87
GB48388,2,2,2,2,2,2,321
GB48389,14,10,10,10,6,8,1305
GB48391,16610,4916,18846,60372,23476,73164,3673
GB48392,6,4,4,4,4,4,1201
GB48393,10,4,2,4,4,6,1291
GB48394,0,0,0,0,0,2,180
GB48395,4,4,8,2,2,4,961
GB48396,0,0,0,6,4,0,3657
GB48397,2,0,2,0,0,2,273
GB48398,0,0,0,0,0,0,231
GB48399,356,258,268,150,256,240,6835
GB48400,56,64,74,78,64,96,1086
GB48401,90,84,106,40,42,46,4145
GB48402,210,196,214,182,222,188,1189
GB48403,860,926,934,682,440,438,4389
GB48404,230,386,342,316,356,414,2186
GB48405,40,84,74,66,52,60,570
GB48406,672,1052,826,782,684,676,1434
GB48407,112,130,114,126,186,186,1337
GB48408,648,844,954,1150,1138,1552,1827
GB48409,462,432,432,404,332,308,1883
GB48411,262,372,360,286,250,234,1393
GB48412,20,26,34,20,14,20,1107
GB48413,476,528,522,578,410,508,1120
GB48414,340,526,540,500,492,682,1351
GB48416,908,1028,968,816,658,620,5319
GB48417,170,190,168,170,188,144,2032
GB48419,770,514,702,528,644,572,6001
GB48421,0,0,0,0,0,0,162
GB48422,1136,1248,1342,1142,882,1188,4411
GB48423,518,760,672,612,714,658,720
GB48424,150,238,264,174,178,238,1253
GB48425,3068,2092,1860,1972,956,642,9172
GB48427,2,4,2,2,2,4,1538
GB48428,0,0,0,0,0,0,273
GB48429,684,768,764,858,918,1070,3364
GB48431,198,226,206,246,276,294,1179
GB48432,20,44,46,30,24,52,1074
GB48433,26,38,40,26,24,24,574
GB48434,456,478,404,438,454,350,3928
GB48435,866,1292,1100,3634,6294,12332,1410
GB48436,162,78,126,126,114,252,1681
GB48437,2,2,2,2,2,0,411
GB48438,4,2,6,2,2,2,1239
GB48439,16,12,12,16,10,12,1498
GB48440,4,4,2,2,4,4,1605
GB48441,0,0,0,2,0,0,186
GB48442,0,0,0,0,0,0,123
GB48443,6,2,4,6,6,0,3294
GB48444,220,226,240,224,236,230,1809
GB48445,4610,4006,4590,5106,4780,5706,8910
GB48449,192,216,190,252,364,318,3849
GB48451,294,250,240,324,490,460,788
GB48452,2148,1880,2298,2254,2024,2728,8509
GB48453,3712,2738,3306,2310,2798,2478,8540
GB48456,200,134,178,242,322,308,3008
GB48457,380,502,452,398,422,388,2044
GB48458,0,0,0,2,2,2,396
GB48459,0,0,0,2,0,0,861
GB48460,6,2,4,6,6,4,699
GB48462,16,20,24,2,2,6,3254
GB48463,4,2,4,2,2,2,4413
GB48464,12,14,18,10,40,20,2603
GB48465,94,110,128,100,92,108,1875
GB48466,1046,1290,1242,1128,1016,1074,2785
GB48468,104,88,82,102,76,94,1800
GB48469,664,564,480,562,642,472,4035
GB48470,438,424,504,710,878,974,882
GB48471,4,10,10,8,6,6,1281
GB48472,112,68,112,36,32,74,3085
GB48474,3582,2332,2108,4810,1670,2386,4162
GB48475,346,158,334,126,88,148,7801
GB48477,0,0,0,0,0,0,222
GB48478,4,2,2,2,4,2,2430
GB48479,2,0,0,0,2,0,264
GB48480,22,12,16,12,6,10,1692
GB48481,1094,634,604,778,600,424,5407
GB48482,118,168,152,146,140,158,1496
GB48483,22,20,20,10,10,10,3810
GB48484,380,484,478,474,602,606,988
GB48485,2,4,2,4,2,2,252
GB48486,2,2,4,2,4,2,477
GB48487,376,370,450,502,540,594,3158
GB48488,192,232,246,256,312,294,2514
GB48489,40,22,32,54,34,32,5503
GB48490,0,0,0,0,0,0,720
GB48491,0,0,0,0,0,0,93
GB48492,262,136,112,440,670,828,778
GB48493,2,0,2,0,2,2,171
GB48494,0,2,0,0,0,0,630
GB48495,0,0,0,0,0,0,174
GB48496,0,0,0,0,0,0,156
GB48497,21156,15448,14330,32092,48020,64222,4655
GB48498,0,0,0,0,0,0,621
GB48499,0,0,0,0,0,0,99
GB48500,0,0,0,0,0,2,288
GB48501,0,0,0,0,0,2,402
GB48502,0,0,0,0,0,0,108
GB48503,0,0,0,0,2,0,1134
GB48504,0,0,0,0,0,0,405
GB48505,68,36,46,74,90,92,1296
GB48506,0,0,0,0,0,0,96
GB48507,0,0,0,0,0,0,213
GB48508,0,0,2,0,0,0,714
GB48509,6,4,4,12,6,12,2037
GB48510,0,0,0,0,0,2,1128
GB48511,58,12,22,86,32,84,1369
GB48512,830,1650,1640,1718,2502,2846,1452
GB48513,0,0,0,0,0,0,141
GB48514,164,90,118,96,70,82,6668
GB48518,3020,2496,2602,3044,3110,3774,13170
GB48523,278,300,292,354,376,408,12661
GB48524,1318,1362,1320,1148,1268,1180,9018
GB48526,1446,1084,1034,1686,1448,1746,7137
GB48527,2086,2640,2284,1808,2054,1452,1810
GB48529,3768,3576,3894,3868,2950,3610,10684
GB48531,1112,1158,1308,946,714,568,2125
GB48532,266,334,302,364,428,458,3582
GB48533,11158,9560,10250,9040,7882,8560,5002
GB48534,38,32,34,36,30,32,2201
GB48535,114,138,164,140,134,144,3152
GB48536,8012,8420,6548,7140,8502,6174,2801
GB48537,156,184,204,162,138,152,1388
GB48539,446,204,282,260,308,296,3680
GB48541,160,56,60,162,28,34,5131
GB48542,2,0,0,2,2,2,787
GB48544,776,746,732,724,742,840,1439
GB48545,0,0,0,0,0,0,156
GB48546,0,2,2,2,2,2,288
GB48548,0,0,0,0,0,0,222
GB48549,12,8,8,10,10,14,2645
GB48550,0,0,0,2,2,2,283
GB48551,956,1302,1270,1330,1580,1928,3617
GB48554,2,2,2,4,2,2,396
GB48555,244,190,232,252,148,74,2434
GB48556,642,996,794,700,494,428,6244
GB48557,256,186,214,292,520,184,3396
GB48560,328,166,308,410,428,446,3991
GB48561,34,18,20,20,20,18,2555
GB48562,810,778,718,856,904,686,5528
GB48564,632,822,778,698,806,768,2273
GB48566,562,628,556,586,624,544,2434
GB48567,296,200,220,238,264,210,3852
GB48568,980,652,716,448,300,320,6124
GB48569,0,0,0,0,0,2,228
GB48570,2,2,2,2,2,2,498
GB48573,1452,1722,1516,1368,1096,996,4749
GB48574,4496,6290,4614,4458,11022,5374,2731
GB48576,618,502,482,618,522,484,7525
GB48578,332,426,476,430,392,506,1643
GB48580,78,88,88,80,92,112,1860
GB48582,1256,844,902,1092,604,590,7321
GB48583,2,0,0,2,2,2,408
GB48586,2,0,0,0,0,2,510
GB48590,0,0,0,0,0,0,114
GB48591,0,0,0,0,0,0,207
GB48592,0,0,0,0,0,0,162
GB48593,0,0,0,0,0,0,93
GB48594,4,2,2,6,2,2,687
GB48596,302,334,312,356,310,320,2553
GB48597,1132,1782,1426,1792,3080,2062,1578
GB48598,122,94,112,128,152,130,2766
GB48599,170,228,268,168,198,186,1596
GB48600,1690,1666,1610,2126,3186,3182,2719
GB48601,772,886,766,1036,904,994,2793
GB48602,470,450,564,602,742,790,1874
GB48603,4,4,6,2,2,4,2263
GB48604,10968,8880,9346,7918,7082,5420,5127
GB48608,674,400,420,656,816,664,4070
GB48609,0,0,0,2,0,0,243
GB48610,118,190,212,180,236,336,870
GB48611,0,0,0,0,2,2,300
GB48612,0,0,0,0,0,0,177
GB48613,0,0,0,0,0,0,132
GB48614,0,0,0,0,0,0,100
GB48615,0,0,0,0,0,0,438
GB48616,0,0,0,0,0,0,288
GB48617,292,436,406,344,362,370,987
GB48618,22,18,28,18,14,14,2315
GB48619,252,256,262,226,236,184,2376
GB48621,96,74,118,96,60,76,1113
GB48622,6,4,6,6,10,6,957
GB48623,608,604,496,708,1066,710,2906
GB48624,6,4,6,2,2,2,690
GB48625,166,198,192,182,112,96,4688
GB48626,296,360,420,164,116,600,2566
GB48627,2,2,2,2,2,0,678
GB48628,3170,3112,2920,4158,3630,4686,9243
GB48630,46,44,54,50,56,58,1226
GB48631,6,8,6,6,8,6,1996
GB48632,168,126,138,164,116,110,4070
GB48634,36,48,46,48,56,48,3567
GB48635,282,312,286,190,214,138,1321
GB48637,0,0,0,0,0,0,186
GB48638,198,234,238,246,240,298,1885
GB48639,550,284,304,294,136,112,7457
GB48640,8,6,6,6,4,4,2058
GB48641,604,910,920,820,854,994,1240
GB48642,94,134,128,136,134,140,1602
GB48643,5004,5074,5142,6326,5716,7454,2971
GB48644,260,256,242,246,220,234,3081
GB48645,110,164,152,134,142,144,1286
GB48646,212,282,246,240,280,264,925
GB48648,20,14,14,30,34,46,3703
GB48651,2,2,2,2,4,2,3798
GB48652,882,864,774,1162,1450,1364,765
GB48653,5166,4546,4096,2898,4236,2742,18275
GB48654,2,2,2,2,2,2,522
GB48656,2896,2584,2014,3030,1656,1822,2079
GB48657,2640,1896,1976,2458,1594,1544,6777
GB48659,176,186,182,154,148,142,2900
GB48660,290,346,358,336,376,386,2299
GB48661,1886,2330,2312,2098,2244,1946,2567
GB48662,4,12,8,6,6,4,1517
GB48663,14,56,98,66,94,116,1533
GB48664,4,6,6,2,14,10,1992
GB48665,2346,2428,2304,1702,1142,1586,17309
GB48669,1158,1366,1404,1232,1288,1714,2548
GB48670,3238,3078,3096,2936,3286,2848,9307
GB48671,164,148,166,156,218,194,1628
GB48674,462,590,524,668,908,1026,1584
GB48675,448,402,312,360,300,194,6500
GB48676,706,696,758,678,574,530,4741
GB48677,324,346,404,380,304,358,2427
GB48678,208,212,186,262,250,284,2737
GB48679,2,2,2,2,2,2,687
GB48680,74,116,98,98,126,134,2908
GB48681,1620,1826,1934,1508,1506,1294,2616
GB48683,128,190,172,138,138,136,2115
GB48684,408,358,408,254,574,270,5845
GB48685,16,12,8,4,18,6,2406
GB48686,34,20,10,80,108,92,5746
GB48688,0,0,0,0,0,0,144
GB48689,0,0,2,0,0,0,237
GB48690,48,56,94,20,56,104,6791
GB48691,100,22,22,82,20,12,2399
GB48692,3658,3740,3572,4416,5432,5372,2982
GB48693,2760,3364,2510,2558,2208,1632,11255
GB48694,2,4,2,4,6,4,1266
GB48695,46,42,34,30,28,22,1930
GB48696,2,2,2,8,6,4,744
GB48697,2,2,0,2,20,4,1023
GB48698,22,16,26,20,20,8,1151
GB48699,19738,20904,18310,20290,25982,24790,1794
GB48700,2,2,2,2,10,4,525
GB48701,0,0,0,0,0,0,246
GB48702,0,0,0,0,0,0,498
GB48703,0,0,0,2,0,2,2232
GB48704,0,0,0,0,0,0,975
GB48705,6,4,4,2,4,2,276
GB48706,86,104,86,84,76,78,2488
GB48707,110,170,160,132,118,146,2710
GB48708,132,144,148,164,158,158,1866
GB48709,178,134,146,144,148,132,1838
GB48710,0,0,0,2,0,0,324
GB48711,0,0,0,0,0,0,96
